C:\Users\hadis\Desktop\Git\big-data-analytics>docker-compose -f all-at-once.yaml up
[+] Building 0.0s (0/0)                                                                                  docker:default
[+] Running 3/3
 ✔ Container big-data-analytics-clone-detector-1  Created                                                          0.0s
 ✔ Container big-data-analytics-dbstorage-1       Created                                                          0.0s
 ✔ Container big-data-analytics-monitortool-1     Recreated                                                        0.4s
Attaching to big-data-analytics-clone-detector-1, big-data-analytics-dbstorage-1, big-data-analytics-monitortool-1
big-data-analytics-monitortool-1     | Starting...
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 300551, Clones: 2253
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 293522, Clones: 2409
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 286064, Clones: 2560
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 278149, Clones: 2714
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 270788, Clones: 2877
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 263426, Clones: 3044
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 255427, Clones: 3208
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 248166, Clones: 3373
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 241488, Clones: 3546
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 234521, Clones: 3726
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 227626, Clones: 3919
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 221375, Clones: 4125
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 215159, Clones: 4337
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 209328, Clones: 4554
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 202621, Clones: 4764
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 195823, Clones: 4978
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 189116, Clones: 5199
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 182653, Clones: 5430
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 176214, Clones: 5670
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 170232, Clones: 5917
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 163774, Clones: 6171
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 157393, Clones: 6441
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 151176, Clones: 6715
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 145533, Clones: 7002
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 139784, Clones: 7304
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 133633, Clones: 7605
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 127976, Clones: 7909
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 121376, Clones: 8233
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 116006, Clones: 8561
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 110479, Clones: 8907
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 104887, Clones: 9261
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 99959, Clones: 9580
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 94997, Clones: 9902
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 90440, Clones: 10240
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 86136, Clones: 10585
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 81219, Clones: 10924
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 76838, Clones: 11278
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 72809, Clones: 11631
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 68516, Clones: 12000
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 64415, Clones: 12371
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 60257, Clones: 12765
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 56016, Clones: 13171
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 52011, Clones: 13592
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 47906, Clones: 14037
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 43690, Clones: 14507
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 39880, Clones: 15003
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 36026, Clones: 15517
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 32353, Clones: 16048
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 28375, Clones: 16616
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 24427, Clones: 17243
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 20613, Clones: 17942
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 16476, Clones: 18778
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 12281, Clones: 19743
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 7753, Clones: 21013
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | Fetching new data...
big-data-analytics-monitortool-1     | Files: 125200, Chunks: 18211863, Candidates: 3007, Clones: 22905
big-data-analytics-monitortool-1     | Latest Status Update: Expanding Candidates... at 2023-12-30T16:56:18.525038366
big-data-analytics-monitortool-1     |
big-data-analytics-monitortool-1     | --- Done ---
big-data-analytics-monitortool-1     |
big-data-analytics-clone-detector-1  | 2023-12-30T18:29:59.285387951 Summary
big-data-analytics-clone-detector-1  | db contains 125200 files
big-data-analytics-clone-detector-1  | db contains 18211863 chunks
big-data-analytics-clone-detector-1  | db contains 0 candidates
big-data-analytics-clone-detector-1  | db contains 24961 clones
